gene,module
STARD10,ME 2
STARD3,ME 3
STARD5,ME 3
STAT1,ME 2
STAT1,ME 3
STAT2,ME 42
STAT3,ME 10
STAT4,ME 17
STAT5A,ME 10
STAT5B,ME 10
STAT6,ME 10
STAU1,ME 11
STAU2,ME 1
STBD1,ME 13
STEAP3,ME 7
STIL,ME 7
STIM1,ME 10
STIM2,ME 3
STIP1,ME 4
STK10,ME 26
STK11IP,ME 2
STK24,ME 1
STK25,ME 3
STK3,ME 5
STK38,ME 21
STK38L,ME 9
STK39,ME 2
STK4,ME 21
STMN1,ME 19
STMN2,ME 19
STOM,ME 24
STOML2,ME 3
STRAP,ME 43
STRBP,ME 6
STRIP1,ME 12
STRN,ME 12
STRN3,ME 10
STRN4,ME 1
STT3A,ME 37
STT3B,ME 13
STUB1,ME 6
STX10,ME 2
STX11,ME 24
STX12,ME 19
STX16,ME 31
STX17,ME 1
STX18,ME 2
STX3,ME 32
STX4,ME 10
STX6,ME 45
STX7,ME 19
STX8,ME 10
STXBP2,ME 13
STXBP3,ME 12
STXBP5,ME 9
SUB1,ME 6
SUCLA2,ME 11
SUCLG1,ME 6
SUCLG2,ME 17
SUDS3,ME 21
SUGP1,ME 2
SUGT1,ME 36
SULF2,ME 7
SULT1A1,ME 7
SULT1A3,ME 7
SULT1A4,ME 7
SUMF1,ME 3
SUMF2,ME 3
SUMO1,ME 6
SUMO2,ME 4
SUMO3,ME 6
SUN1,ME 11
SUN2,ME 21
SUPT16H,ME 6
SUPT20H,ME 1
SUPT3H,ME 1
SUPT5H,ME 4
SUPT6H,ME 12
SUPV3L1,ME 14
SURF1,ME 12
SURF2,ME 1
SURF4,ME 39
SURF6,ME 6
SUZ12,ME 1
SVIL,ME 26
SYAP1,ME 11
SYK,ME 19
SYMPK,ME 11
SYNCRIP,ME 3
SYNE1,ME 17
SYNE1,ME 21
SYNE1,ME 7
SYNE2,ME 21
SYNE3,ME 40
SYNGR1,ME 5
SYNGR2,ME 23
SYNJ1,ME 26
SYNJ2,ME 3
SYNJ2BP,ME 6
SYNRG,ME 2
SYTL1,ME 12
SYTL2,ME 29
SZT2,ME 4
TAB2,ME 6
TACC1,ME 2
TACC3,ME 12
TACO1,ME 3
TADA1,ME 2
TADA2B,ME 2
TADA3,ME 2
TAF1,ME 2
TAF10,ME 12
TAF12,ME 2
TAF15,ME 2
TAF2,ME 12
TAF3,ME 6
TAF4,ME 22
TAF5,ME 4
TAF5L,ME 1
TAF6,ME 2
TAF6L,ME 1
TAF7,ME 6
TAF9,ME 12
TAF9,ME 9
TAF9B,ME 6
TAGAP,ME 3
TAGLN,ME 33
TAGLN2,ME 4
TALDO1,ME 7
TAMM41,ME 2
TANGO2,ME 9
TANK,ME 1
TAOK1,ME 7
TAOK2,ME 2
TAOK3,ME 9
TAP1,ME 4
TAP2,ME 4
TAPBP,ME 4
TAPBPL,ME 1
TARBP1,ME 4
TARDBP,ME 4
TARS,ME 3
TARS2,ME 14
TARSL2,ME 6
TASP1,ME 1
TATDN1,ME 4
TAX1BP3,ME 18
TAZ,ME 1
TBC1D1,ME 1
TBC1D10B,ME 5
TBC1D10C,ME 21
TBC1D13,ME 12
TBC1D14,ME 5
TBC1D15,ME 2
TBC1D17,ME 4
TBC1D2,ME 5
TBC1D22A,ME 2
TBC1D23,ME 2
TBC1D24,ME 10
TBC1D4,ME 3
TBC1D5,ME 47
TBCA,ME 5
TBCB,ME 2
TBCC,ME 2
TBCD,ME 10
TBCE,ME 46
TBCEL,ME 42
TBK1,ME 12
TBL1X,ME 1
TBL1XR1,ME 4
TBL2,ME 43
TBL3,ME 14
TBP,ME 25
TBPL1,ME 1
TBPL2,ME 25
TBX21,ME 29
TBXAS1,ME 24
TCEA1,ME 4
TCERG1,ME 4
TCF20,ME 1
TCF25,ME 4
TCF4,ME 28
TCF4,ME 28
TCF7,ME 17
TCF7L2,ME 5
TCIRG1,ME 5
TCL1A,ME 15
TCN1,ME 32
TCOF1,ME 6
TCOF1,ME 6
TCP1,ME 3
TCP11L1,ME 9
TDG,ME 5
TDP1,ME 1
TDP2,ME 6
TDRD5,ME 5
TDRD7,ME 38
TDRKH,ME 22
TEC,ME 7
TECPR1,ME 1
TECPR2,ME 3
TECR,ME 6
TEFM,ME 1
TELO2,ME 10
TEP1,ME 3
TERF2,ME 6
TERF2IP,ME 25
TES,ME 4
TESC,ME 5
TESPA1,ME 17
TET2,ME 5
TEX10,ME 11
TF,ME 8
TFAM,ME 6
TFAP4,ME 6
TFB1M,ME 11
TFCP2,ME 10
TFEB,ME 2
TFG,ME 4
TFIP11,ME 12
TFRC,ME 3
TGFB1,ME 9
TGFBI,ME 38
TGFBR1,ME 24
TGFBR2,ME 1
TGFBR3,ME 29
TGFBRAP1,ME 1
TGM2,ME 5
TGOLN2,ME 19
THADA,ME 12
THAP11,ME 1
THBS1,ME 8
THBS4,ME 33
THEM4,ME 17
THEMIS,ME 17
THOC1,ME 12
THOC2,ME 2
THOC3,ME 1
THOC5,ME 18
THOC6,ME 4
THRAP3,ME 4
THUMPD1,ME 6
THUMPD3,ME 4
TIA1,ME 4
TIAL1,ME 1
TIAM1,ME 3
TICAM2,ME 37
TIGIT,ME 38
TIMM10,ME 4
TIMM10B,ME 11
TIMM13,ME 4
TIMM17B,ME 2
TIMM22,ME 3
TIMM23,ME 1
TIMM23B,ME 1
TIMM44,ME 14
TIMM50,ME 14
TIMM8A,ME 11
TIMM8B,ME 3
TIMM9,ME 6
TIMMDC1,ME 3
TIMP1,ME 5
TIMP2,ME 20
TIMP3,ME 33
TJP2,ME 5
TK2,ME 9
TKT,ME 7
TLE3,ME 15
TLE4,ME 18
TLK2,ME 6
TLN1,ME 41
TLR1,ME 27
TLR2,ME 7
TLR4,ME 5
TLR6,ME 27
TLR7,ME 5
TLR8,ME 27
TLR9,ME 2
TM6SF1,ME 7
TM9SF4,ME 37
TMA7,ME 15
TMC8,ME 1
TMCO1,ME 13
TMED1,ME 2
TMED10,ME 46
TMED2,ME 3
TMED3,ME 5
TMED4,ME 46
TMED5,ME 2
TMED9,ME 13
TMEM106B,ME 7
TMEM147,ME 5
TMEM173,ME 39
TMEM177,ME 11
TMEM179B,ME 19
TMEM184C,ME 13
TMEM2,ME 9
TMEM201,ME 1
TMEM206,ME 23
TMEM214,ME 3
TMEM222,ME 1
TMEM231,ME 3
TMEM259,ME 11
TMEM30A,ME 20
TMEM43,ME 21
TMEM50A,ME 13
TMEM55B,ME 9
TMEM63A,ME 1
TMEM65,ME 1
TMEM68,ME 2
TMEM70,ME 40
TMLHE,ME 2
TMOD2,ME 9
TMOD3,ME 10
TMPO,ME 19
TMPO,ME 4
TMPO,ME 4
TMSB10,ME 3
TMUB1,ME 1
TMX1,ME 13
TNC,ME 7
TNFAIP2,ME 7
TNFAIP3,ME 1
TNFAIP8,ME 18
TNFAIP8,ME 1
TNFRSF10C,ME 20
TNFRSF13B,ME 15
TNFRSF13C,ME 15
TNFRSF18,ME 6
TNFRSF21,ME 8
TNFRSF8,ME 7
TNFSF12,ME 7
TNFSF13,ME 7
TNFSF14,ME 1
TNIK,ME 1
TNIK,ME 1
TNIP1,ME 1
TNIP2,ME 9
TNKS1BP1,ME 1
TNNC1,ME 33
TNPO1,ME 2
TNPO2,ME 1
TNPO3,ME 31
TNRC6B,ME 21
TNRC6C,ME 39
TNS3,ME 23
TOLLIP,ME 9
TOM1,ME 9
TOMM20,ME 3
TOMM22,ME 14
TOMM40,ME 11
TOMM5,ME 4
TOMM6,ME 3
TOMM7,ME 1
TOMM70A,ME 3
TOP1,ME 4
TOP2B,ME 1
TOP3B,ME 2
TOPBP1,ME 5
TOR1A,ME 9
TOR1AIP1,ME 2
TOR1AIP1,ME 10
TOR1AIP2,ME 2
TOR1B,ME 10
TOR2A,ME 26
TOR4A,ME 5
TP53BP1,ME 2
TP53I3,ME 5
TP53RK,ME 2
TPD52,ME 6
TPD52L2,ME 47
TPD52L2,ME 2
TPI1,ME 4
TPK1,ME 40
TPM1,ME 7
TPM1,ME 28
TPM3,ME 9
TPM4,ME 4
TPM4,ME 4
TPMT,ME 10
TPP1,ME 9
TPP2,ME 18
TPPP,ME 3
TPR,ME 4
TPRKB,ME 2
TPSAB1,ME 35
TPST2,ME 2
TPT1,ME 3
TRA2A,ME 4
TRA2B,ME 44
TRADD,ME 2
TRAF1,ME 17
TRAF2,ME 1
TRAF3IP3,ME 17
TRAF4,ME 28
TRAF5,ME 1
TRAF6,ME 2
TRAFD1,ME 19
TRAM1,ME 14
TRAP1,ME 14
TRAPPC1,ME 1
TRAPPC10,ME 1
TRAPPC11,ME 10
TRAPPC12,ME 33
TRAPPC13,ME 42
TRAPPC2,ME 1
TRAPPC2L,ME 12
TRAPPC2P1,ME 1
TRAPPC4,ME 10
TRAPPC5,ME 2
TRAPPC6A,ME 3
TRAPPC6B,ME 10
TRAPPC8,ME 9
TRAPPC9,ME 10
TRAT1,ME 17
TREML1,ME 8
TRERF1,ME 1
TRIAP1,ME 3
TRIM14,ME 30
TRIM21,ME 10
TRIM22,ME 12
TRIM23,ME 4
TRIM25,ME 27
TRIM26,ME 2
TRIM28,ME 4
TRIM32,ME 3
TRIM33,ME 4
TRIM4,ME 10
TRIM44,ME 15
TRIM5,ME 12
TRIM56,ME 2
TRIO,ME 23
TRIP10,ME 28
TRIP12,ME 2
TRIP12,ME 15
TRIP13,ME 5
TRIP4,ME 3
TRMT1,ME 11
TRMT10C,ME 3
TRMT11,ME 34
TRMT112,ME 4
TRMT1L,ME 1
TRMT2A,ME 45
TRMT2B,ME 34
TRMT5,ME 1
TRMT6,ME 1
TRMT61A,ME 2
TRNT1,ME 1
TROVE2,ME 1
TRPM4,ME 7
TRPS1,ME 7
TRPV2,ME 26
TRRAP,ME 12
TRUB1,ME 6
TSC2,ME 10
TSC22D4,ME 21
TSEN15,ME 3
TSEN34,ME 2
TSEN54,ME 1
TSFM,ME 3
TSG101,ME 9
TSN,ME 2
TSNAX,ME 12
TSPAN14,ME 7
TSPAN32,ME 35
TSPO,ME 9
TSR1,ME 3
TSR2,ME 2
TSR3,ME 6
TSSC1,ME 1
TSSC4,ME 4
TST,ME 5
TSTA3,ME 1
TTC1,ME 1
TTC13,ME 2
TTC37,ME 12
TTC38,ME 24
TTC4,ME 14
TTC7A,ME 3
TTC7B,ME 7
TTK,ME 7
TTLL12,ME 10
TTR,ME 8
TUBA1A,ME 31
TUBA1B,ME 31
TUBA1C,ME 18
TUBA4A,ME 17
TUBA8,ME 32
TUBB,ME 18
TUBB1,ME 5
TUBB2A,ME 11
TUBB2B,ME 3
TUBB4A,ME 7
TUBB4A,ME 3
TUBB4B,ME 18
TUBB6,ME 23
TUBB8,ME 4
TUBG1,ME 42
TUBG2,ME 42
TUBGCP2,ME 9
TUBGCP4,ME 2
TUBGCP6,ME 9
TUFM,ME 3
TWF1,ME 6
TWF2,ME 1
TWISTNB,ME 1
TXK,ME 22
TXLNA,ME 14
TXLNG,ME 1
TXN,ME 7
TXN2,ME 3
TXNDC12,ME 13
TXNDC5,ME 38
TXNDC9,ME 4
TXNL1,ME 38
TXNL4A,ME 2
TXNRD1,ME 31
TXNRD2,ME 11
TYK2,ME 9
TYMP,ME 27
TYROBP,ME 5
TYW1,ME 3
U2AF2,ME 7
U2AF2,ME 2
U2SURP,ME 4
UAP1,ME 6
UAP1L1,ME 5
UBA1,ME 4
UBA2,ME 4
UBA3,ME 1
UBA5,ME 3
UBA6,ME 1
UBA7,ME 42
UBAP2,ME 6
UBAP2L,ME 4
UBASH3A,ME 17
UBASH3B,ME 39
UBB,ME 5
UBBP4,ME 20
UBC,ME 5
UBE2A,ME 2
UBE2D2,ME 18
UBE2D3,ME 18
UBE2E2,ME 2
UBE2E3,ME 2
UBE2F,ME 2
UBE2G1,ME 3
UBE2G2,ME 18
UBE2H,ME 5
UBE2I,ME 2
UBE2J1,ME 38
UBE2K,ME 31
UBE2L3,ME 18
UBE2L6,ME 2
UBE2M,ME 15
UBE2N,ME 1
UBE2O,ME 3
UBE2Q1,ME 4
UBE2R2,ME 1
UBE2V1,ME 1
UBE2V2,ME 1
UBE2Z,ME 1
UBE3A,ME 3
UBE3C,ME 39
UBE4A,ME 46
UBE4B,ME 45
UBFD1,ME 4
UBIAD1,ME 34
UBL3,ME 10
UBLCP1,ME 16
UBP1,ME 4
UBQLN1,ME 4
UBQLN2,ME 1
UBQLN4,ME 4
UBR1,ME 3
UBR2,ME 3
UBR4,ME 12
UBR5,ME 4
UBR7,ME 25
UBTF,ME 6
UBTF,ME 6
UBXN2B,ME 7
UBXN4,ME 3
UBXN6,ME 2
UCHL1,ME 38
UCHL3,ME 47
UCHL5,ME 18
UCK2,ME 19
UCKL1,ME 1
UEVLD,ME 13
UFC1,ME 1
UFD1L,ME 39
UFL1,ME 11
UFM1,ME 4
UFSP2,ME 2
UGCG,ME 3
UGDH,ME 38
UGGT1,ME 46
UGP2,ME 7
UGP2,ME 9
UHRF2,ME 22
UIMC1,ME 16
ULBP3,ME 20
ULK3,ME 2
UMPS,ME 18
UNC119,ME 2
UNC119B,ME 2
UNC13D,ME 1
UNC13D,ME 26
UNC45A,ME 11
UNC93B1,ME 5
UNG,ME 3
UNK,ME 22
UPF1,ME 4
UPF2,ME 22
UPF3A,ME 6
UPF3B,ME 2
UPP1,ME 30
UPRT,ME 3
UQCC1,ME 40
UQCC2,ME 14
UQCR10,ME 1
UQCR11,ME 45
UQCRB,ME 20
UQCRB,ME 2
UQCRC1,ME 3
UQCRC2,ME 2
UQCRFS1,ME 3
UQCRQ,ME 4
URB1,ME 34
URB2,ME 3
URI1,ME 1
UROD,ME 31
UROS,ME 3
USF1,ME 1
USMG5,ME 11
USO1,ME 5
USP10,ME 3
USP11,ME 4
USP12,ME 2
USP14,ME 4
USP15,ME 13
USP16,ME 2
USP22,ME 6
USP24,ME 12
USP25,ME 10
USP28,ME 3
USP3,ME 7
USP39,ME 1
USP4,ME 10
USP42,ME 9
USP47,ME 12
USP48,ME 2
USP5,ME 1
USP7,ME 22
USP8,ME 18
USP9X,ME 10
UTP11L,ME 14
UTP14A,ME 14
UTP15,ME 14
UTP18,ME 14
UTP20,ME 34
UTP23,ME 25
UTP3,ME 14
UTP6,ME 14
UTRN,ME 5
UTRN,ME 24
UVRAG,ME 1
UXS1,ME 2
UXT,ME 6
VAC14,ME 10
VAMP2,ME 21
VAMP3,ME 1
VAMP5,ME 11
VAMP7,ME 13
VAMP8,ME 5
VAPA,ME 23
VAPA,ME 5
VARS,ME 3
VASP,ME 7
VAT1,ME 32
VAV1,ME 1
VAV2,ME 23
VAV3,ME 19
VBP1,ME 4
VCAN,ME 7
VCL,ME 24
VCP,ME 4
VCPIP1,ME 12
VDAC1,ME 11
VDAC2,ME 11
VDAC3,ME 40
VIM,ME 8
VKORC1,ME 4
VKORC1L1,ME 1
VMP1,ME 5
VNN1,ME 7
VNN2,ME 7
VPRBP,ME 11
VPREB3,ME 15
VPS13A,ME 1
VPS13C,ME 42
VPS16,ME 10
VPS18,ME 10
VPS25,ME 41
VPS26A,ME 47
VPS26B,ME 26
VPS28,ME 9
VPS29,ME 13
VPS33A,ME 10
VPS33B,ME 42
VPS35,ME 13
VPS36,ME 13
VPS37A,ME 10
VPS37B,ME 7
VPS37C,ME 7
VPS39,ME 10
VPS41,ME 9
VPS45,ME 10
VPS4A,ME 1
VPS4B,ME 10
VPS51,ME 2
VPS53,ME 10
VRK1,ME 1
VRK2,ME 3
VRK3,ME 12
VTA1,ME 10
VTI1B,ME 5
VTN,ME 8
VWA8,ME 1
VWA9,ME 12
VWF,ME 8
WAC,ME 4
WAPAL,ME 2
WARS,ME 27
WAS,ME 26
WASF2,ME 2
WASH2P,ME 9
WBP11,ME 4
WBP2,ME 9
WBSCR22,ME 25
WDFY1,ME 9
WDFY2,ME 5
WDFY4,ME 23
WDR1,ME 1
WDR11,ME 2
WDR12,ME 14
WDR18,ME 4
WDR26,ME 2
WDR3,ME 14
WDR33,ME 2
WDR36,ME 14
WDR37,ME 12
WDR4,ME 3
WDR41,ME 36
WDR43,ME 14
WDR44,ME 12
WDR45,ME 1
WDR46,ME 34
WDR48,ME 4
WDR5,ME 2
WDR55,ME 6
WDR59,ME 1
WDR6,ME 22
WDR61,ME 2
WDR7,ME 41
WDR70,ME 4
WDR74,ME 14
WDR75,ME 14
WDR77,ME 44
WDR81,ME 12
WDR82,ME 1
WDR89,ME 14
WDR91,ME 10
WHSC1L1,ME 6
WIBG,ME 4
WIBG,ME 8
WIPF1,ME 9
WIPI1,ME 32
WIPI2,ME 12
WIZ,ME 3
WLS,ME 7
WNK1,ME 1
WRAP53,ME 2
WRB,ME 13
WRN,ME 6
WRNIP1,ME 6
WTAP,ME 4
XAB2,ME 2
XPA,ME 25
XPC,ME 34
XPNPEP1,ME 9
XPO1,ME 1
XPO4,ME 12
XPO5,ME 14
XPO6,ME 2
XPO7,ME 12
XPOT,ME 2
XRCC1,ME 2
XRCC3,ME 6
XRCC4,ME 5
XRCC5,ME 6
XRCC6,ME 6
XRN1,ME 2
XRN2,ME 4
YARS,ME 4
YARS2,ME 3
YBX1,ME 6
YBX3,ME 23
YEATS2,ME 3
YEATS4,ME 21
YES1,ME 2
YIF1B,ME 46
YKT6,ME 5
YLPM1,ME 2
YOD1,ME 35
YPEL5,ME 9
YRDC,ME 11
YTHDC2,ME 1
YWHAB,ME 21
YWHAE,ME 36
YWHAG,ME 23
YWHAH,ME 5
YWHAQ,ME 2
YWHAZ,ME 20
YWHAZ,ME 16
YY1,ME 4
YY2,ME 2
ZAK,ME 5
ZAK,ME 5
ZAP70,ME 17
ZBED1,ME 9
ZBP1,ME 25
ZBTB17,ME 1
ZBTB33,ME 1
ZBTB38,ME 30
ZBTB40,ME 6
ZBTB7B,ME 8
ZC2HC1A,ME 1
ZC3H11A,ME 25
ZC3H12A,ME 16
ZC3H12D,ME 1
ZC3H13,ME 2
ZC3H15,ME 6
ZC3H18,ME 6
ZC3H4,ME 2
ZC3H6,ME 16
ZC3H8,ME 1
ZC3HAV1,ME 6
ZC3HAV1,ME 6
ZCCHC6,ME 5
ZCCHC8,ME 4
ZCRB1,ME 6
ZDHHC17,ME 3
ZEB1,ME 33
ZEB2,ME 36
ZER1,ME 1
ZFHX3,ME 15
ZFP36,ME 18
ZFP36L2,ME 1
ZFPM1,ME 3
ZFR,ME 4
ZFYVE16,ME 5
ZFYVE19,ME 9
ZFYVE26,ME 15
ZFYVE28,ME 21
ZGPAT,ME 1
ZHX2,ME 16
ZMAT2,ME 22
ZMIZ1,ME 2
ZMIZ2,ME 4
ZMPSTE24,ME 13
ZMYM2,ME 4
ZMYM3,ME 34
ZMYND11,ME 16
ZMYND8,ME 1
ZNF14,ME 13
ZNF143,ME 12
ZNF160,ME 11
ZNF185,ME 5
ZNF207,ME 6
ZNF207,ME 4
ZNF217,ME 2
ZNF22,ME 4
ZNF24,ME 4
ZNF282,ME 20
ZNF326,ME 2
ZNF346,ME 6
ZNF384,ME 2
ZNF385A,ME 41
ZNF397,ME 4
ZNF451,ME 2
ZNF511,ME 2
ZNF512,ME 16
ZNF512B,ME 6
ZNF516,ME 5
ZNF556,ME 1
ZNF574,ME 6
ZNF592,ME 2
ZNF593,ME 6
ZNF598,ME 11
ZNF638,ME 1
ZNF652,ME 2
ZNF687,ME 2
ZNF740,ME 22
ZNF746,ME 8
ZNF830,ME 1
ZNHIT2,ME 6
ZNRF2,ME 18
ZPR1,ME 4
ZRANB2,ME 6
ZW10,ME 10
ZYX,ME 26
